,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
10,69545,81,SavedShot,0.9080000305175782,0.4879999923706055,0.0988251194357872,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2128,Nice,Marseille,1,1,2016-02-15 00:00:00,,None
7,69851,93,Goal,0.8780000305175781,0.47,0.0501888170838356,Michy Batshuayi,h,1678,SetPiece,2015,Head,2135,Marseille,Saint-Etienne,1,1,2016-02-21 17:00:00,Romain Alessandrini,Chipped
1,66744,15,MissedShots,0.9219999694824219,0.5179999923706055,0.1383131891489029,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2154,Marseille,Toulouse,1,1,2016-03-06 17:00:00,Javier Manquillo,Pass
7,66751,28,SavedShot,0.835,0.38599998474121094,0.06331081688404083,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2154,Marseille,Toulouse,1,1,2016-03-06 17:00:00,Rémy Cabella,Pass
19,66779,88,SavedShot,0.9019999694824219,0.3089999961853027,0.057369351387023926,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2154,Marseille,Toulouse,1,1,2016-03-06 17:00:00,Georges-Kévin Nkoudou,TakeOn
4,70044,27,SavedShot,0.8630000305175781,0.41,0.068580262362957,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2158,GFC Ajaccio,Marseille,1,1,2016-03-09 21:30:00,Benjamin Mendy,Chipped
4,67319,45,BlockedShot,0.8130000305175781,0.47299999237060547,0.05577841028571129,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2160,Lorient,Marseille,1,1,2016-03-12 20:00:00,Jacques-Alaixys Romao,Pass
6,67321,52,MissedShots,0.7719999694824219,0.735999984741211,0.04741346091032028,Michy Batshuayi,a,1678,DirectFreekick,2015,RightFoot,2160,Lorient,Marseille,1,1,2016-03-12 20:00:00,,Standard
8,67326,71,BlockedShot,0.9440000152587891,0.30100000381469727,0.04531734436750412,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2160,Lorient,Marseille,1,1,2016-03-12 20:00:00,Rémy Cabella,Pass
2,67085,25,MissedShots,0.745999984741211,0.4929999923706055,0.01975860632956028,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2169,Marseille,Rennes,2,5,2016-03-18 23:30:00,Rémy Cabella,BallRecovery
4,67087,36,SavedShot,0.8930000305175781,0.3940000152587891,0.3129132091999054,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2169,Marseille,Rennes,2,5,2016-03-18 23:30:00,Florian Thauvin,Throughball
